Uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,...,Normal low,Normal high,Units,Allow decimals,Display precision,_version:1,_order:25,Data class,Data type,Answers
c247fae7-d7b6-433a-a47f-fe433080421a,,"Comments, Diabetes progress",Comments,,,,,,,,,,Misc,Text,
